Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Total_Spending,Age,Customer_Tenure,Children,Purchase_Frequency,Campaign_Engagement,Customer_Value_Score,Deal_Engagement,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Household_Type_Partner
46910.0,36,48,0,14,0,0,6,2,0,3,6,0,68,62,12.3,2,5,0,0.06041666666666667,2,0,0,0,1,1
18690.0,77,6,1,7,23,4,19,1,1,2,8,0,60,67,13.6,0,4,0,0.048941798941798946,1,0,1,0,0,1
37244.0,90,18,2,10,0,0,25,1,1,2,7,0,55,71,13.2,2,4,1,0.11494708994708995,1,0,1,0,0,0
82427.0,35,482,147,509,104,107,107,3,5,12,1,0,1456,60,12.4,0,20,1,0.4669312169312169,1,0,1,0,0,1
75342.0,38,204,97,97,21,118,26,5,2,10,4,0,563,68,13.2,1,17,0,0.25089285714285714,1,0,0,0,0,0
70044.0,46,1073,0,250,153,14,14,7,10,5,5,0,1504,72,13.4,1,22,0,0.42744708994708996,4,0,1,0,0,0
79146.0,33,245,16,223,21,43,16,8,1,8,6,0,564,59,12.3,2,17,0,0.2510251322751323,2,0,1,0,0,0
77437.0,70,560,21,442,29,44,29,4,5,13,1,0,1125,63,12.7,0,22,1,0.4439814814814815,1,0,1,0,0,1
54984.0,51,173,13,131,32,3,6,6,1,6,7,0,358,67,12.2,1,13,1,0.24877645502645498,4,0,1,0,0,1
42403.0,18,22,1,11,0,5,3,1,0,3,8,0,42,55,12.6,1,4,0,0.04656084656084656,1,0,0,0,1,1
55761.0,97,136,1,12,0,3,32,4,1,3,6,0,184,62,12.3,1,8,1,0.17367724867724865,2,0,1,0,0,1
37292.0,32,275,0,86,10,23,66,6,3,5,8,0,460,43,13.3,1,14,0,0.20601851851851852,5,0,1,0,0,1
45576.0,9,56,19,29,2,14,25,3,1,3,8,0,145,81,12.2,0,7,1,0.15810185185185185,1,0,0,0,1,0
70321.0,6,303,23,751,82,26,191,6,5,13,4,0,1376,79,13.5,0,24,1,0.49801587301587297,1,0,1,0,0,1
58086.0,80,708,7,62,0,0,15,11,3,7,8,0,792,57,13.5,1,21,0,0.3228505291005291,2,0,0,0,1,0
81795.0,74,324,132,693,27,118,88,4,11,7,2,0,1382,74,13.8,0,22,0,0.41130952380952385,1,0,1,0,0,1
28389.0,49,1,5,3,7,4,8,1,0,2,7,0,28,79,13.7,0,3,0,0.03429232804232804,1,1,0,0,0,1
66835.0,21,620,26,195,34,17,141,6,4,13,2,0,1033,80,12.8,0,23,0,0.3755621693121693,1,0,0,1,0,1
69901.0,95,312,21,206,102,92,149,7,3,10,5,0,882,57,13.2,1,20,0,0.3243386243386243,3,0,1,0,0,0
80360.0,56,1493,86,454,112,43,43,4,4,5,2,0,2231,77,13.4,0,13,3,0.6298611111111111,2,0,0,0,1,1
63342.0,48,918,21,118,13,10,21,8,3,5,6,0,1101,65,13.8,1,16,2,0.444973544973545,3,0,0,0,1,1
44989.0,26,98,0,106,49,10,106,5,1,5,6,0,369,52,13.9,1,11,0,0.1627314814814815,5,0,1,0,0,1
31859.0,3,3,4,7,15,8,11,1,0,3,7,0,48,46,12.4,1,4,0,0.04735449735449735,1,0,0,0,0,0
51569.0,39,380,0,47,6,0,34,7,1,7,8,0,467,77,13.5,1,15,2,0.3506944444444445,4,0,0,0,1,0
30372.0,33,15,0,12,7,3,7,2,0,3,7,0,44,55,13.6,2,5,0,0.05724206349206349,3,0,1,0,0,0
16014.0,42,3,9,4,7,8,7,1,1,4,3,0,38,47,13.4,2,6,0,0.06686507936507936,4,1,0,0,0,0
41120.0,80,24,2,23,0,8,24,2,1,3,6,0,81,58,12.7,2,6,0,0.07255291005291005,3,0,1,0,0,1
39763.0,9,80,1,60,4,6,16,5,1,2,9,0,167,55,13.0,1,8,1,0.1714285714285714,2,0,0,1,0,0
38725.0,52,31,0,6,2,1,5,1,0,4,4,0,45,71,12.2,2,5,0,0.057374338624338626,2,0,0,0,1,1
77981.0,78,138,120,204,16,126,60,7,4,7,5,0,664,54,13.2,1,18,0,0.2746693121693122,3,0,1,0,0,1
62905.0,68,166,75,96,119,107,59,7,2,8,4,0,622,62,12.9,1,17,0,0.25869708994708995,3,0,0,0,0,1
13533.0,45,12,3,8,8,0,17,2,0,3,7,0,48,47,13.4,1,5,0,0.05777116402116402,2,0,0,0,0,0
59481.0,47,178,3,85,71,66,58,3,3,8,2,0,461,51,12.8,1,14,0,0.20615079365079367,2,0,1,0,0,1
72117.0,34,707,20,171,65,60,50,9,7,9,5,0,1073,49,12.9,1,25,0,0.40168650793650795,1,0,1,0,0,1
21955.0,81,5,1,7,17,14,11,2,1,3,6,0,55,40,12.9,1,6,0,0.06911375661375661,2,0,0,0,0,1
67131.0,72,465,71,250,93,35,62,9,2,12,6,0,976,70,13.3,1,23,0,0.3680224867724868,3,0,1,0,0,1
36802.0,23,16,1,2,0,0,1,1,0,3,5,0,20,46,12.1,1,4,0,0.043650793650793655,1,0,0,0,1,0
71853.0,29,358,108,413,141,97,32,2,8,6,1,0,1149,44,13.2,0,16,0,0.317989417989418,1,0,1,0,0,1
28249.0,80,1,9,7,2,14,10,2,0,3,6,0,43,65,12.1,0,5,0,0.05710978835978836,1,1,0,0,0,1
47808.0,30,123,1,26,2,0,72,3,2,3,7,0,224,51,12.8,1,8,1,0.178968253968254,2,0,0,1,0,1
25509.0,15,40,3,30,10,7,11,3,0,3,9,0,101,52,13.9,1,6,1,0.1418650793650794,3,0,0,0,1,0
51012.0,86,102,9,63,2,9,24,4,1,4,6,0,209,80,13.3,0,9,0,0.12073412698412699,1,0,0,0,1,1
70596.0,68,347,44,534,17,0,26,3,5,12,2,0,968,41,13.8,0,20,0,0.3357142857142857,1,0,1,0,0,0
85431.0,54,376,53,462,168,53,53,2,7,7,0,0,1165,74,13.1,0,16,0,0.3201058201058201,1,0,0,0,1,1
42664.0,44,21,0,3,0,0,0,1,0,3,6,0,24,59,12.4,1,4,0,0.04417989417989418,1,0,1,0,0,1
42586.0,7,194,2,56,0,0,0,4,1,6,8,0,252,71,13.7,2,11,1,0.21392195767195768,5,0,1,0,0,1
29760.0,87,64,4,68,7,5,17,3,1,4,8,0,165,41,13.9,1,8,0,0.10449735449735449,4,0,1,0,0,0
28973.0,59,206,0,46,3,2,12,5,1,5,8,0,269,49,13.8,0,11,0,0.14950396825396825,2,0,0,0,1,1
39435.0,16,71,0,18,0,0,13,3,1,2,7,0,102,53,13.0,1,6,0,0.07533068783068783,1,0,0,0,1,1
65370.0,1,71,22,112,138,89,29,2,3,13,1,0,461,42,13.0,0,18,0,0.24781746031746033,1,0,0,0,0,1
20194.0,64,0,4,7,11,10,15,2,0,3,6,0,47,47,13.6,1,5,0,0.057638888888888885,2,1,0,0,0,0
42473.0,72,93,1,21,0,4,25,2,1,4,5,0,144,50,12.4,2,7,0,0.09130291005291007,3,0,0,0,1,0
64590.0,98,920,138,168,36,46,30,9,4,10,6,0,1338,58,13.8,0,23,0,0.41590608465608464,1,0,1,0,0,1
71232.0,91,653,17,170,34,26,17,11,2,10,7,0,917,67,12.7,1,23,0,0.36021825396825397,2,0,1,0,0,1
34600.0,8,199,33,60,8,3,15,5,2,5,8,0,318,55,13.6,2,12,1,0.23306878306878306,5,0,1,0,0,1
46904.0,20,153,4,56,0,9,31,5,1,4,8,0,253,59,13.7,2,10,0,0.13697089947089947,4,0,1,0,0,0
49094.0,6,376,0,38,11,8,69,6,3,6,6,0,502,53,13.8,1,15,0,0.22199074074074074,5,0,1,0,0,1
36075.0,54,46,0,30,12,1,30,2,0,4,6,0,119,43,12.6,1,6,0,0.07757936507936508,1,0,1,0,0,1
60839.0,72,600,21,128,223,150,128,2,2,12,8,0,1250,47,13.9,2,16,0,0.33134920634920634,13,0,0,0,0,1
77298.0,46,425,115,292,23,35,79,6,6,11,3,0,969,47,12.7,1,23,0,0.36709656084656084,1,0,1,0,0,1
34026.0,11,18,6,15,12,8,17,2,1,3,5,0,76,76,13.0,2,6,0,0.0718915343915344,3,0,1,0,0,1
48918.0,21,52,0,9,0,0,1,1,0,4,4,0,62,63,12.3,2,5,0,0.059623015873015876,2,0,0,0,1,0
82122.0,89,734,22,350,151,25,100,3,9,13,1,0,1382,64,12.9,0,25,1,0.5092261904761904,1,0,0,0,0,1
37697.0,82,34,6,21,11,4,8,2,1,3,6,0,84,50,12.5,1,6,0,0.07294973544973544,1,0,1,0,0,0
34074.0,69,135,1,41,10,1,67,3,3,3,6,0,255,74,13.0,2,9,1,0.19348544973544976,5,0,1,0,0,1
28520.0,55,11,0,10,0,2,20,1,1,2,6,0,43,66,13.1,2,4,0,0.046693121693121696,1,0,0,1,0,1
62535.0,13,163,48,90,0,45,52,3,2,8,3,0,398,71,12.8,1,13,0,0.18740079365079365,1,0,1,0,0,0
36273.0,80,29,3,30,3,2,9,3,0,3,6,0,76,49,12.3,1,6,0,0.0718915343915344,2,0,0,1,0,0
63404.0,97,734,26,70,11,44,17,6,3,4,4,0,902,62,12.1,2,13,1,0.320734126984127,2,0,1,0,0,1
75774.0,27,340,21,134,258,14,56,7,5,8,4,0,823,45,12.2,1,20,0,0.3165343915343915,1,0,0,0,0,1
78416.0,99,453,38,279,188,38,183,7,7,10,3,0,1179,50,12.1,1,24,0,0.4052910052910053,2,0,1,0,0,1
75702.0,87,1073,0,629,145,37,37,10,5,13,6,0,1921,52,13.8,1,28,1,0.6117724867724867,1,0,1,0,0,1
59385.0,85,135,0,10,0,4,36,3,1,4,5,0,185,75,13.2,2,8,0,0.10714285714285714,2,0,0,1,0,1
37070.0,30,231,7,137,4,15,39,5,1,8,7,0,433,60,13.4,2,14,1,0.26911375661375664,9,0,1,0,0,0
44689.0,82,18,0,5,0,0,11,1,1,2,7,0,34,75,12.5,2,4,1,0.11216931216931218,2,0,1,0,0,1
53977.0,21,620,16,165,0,24,82,5,5,12,5,0,907,68,13.1,1,22,0,0.348478835978836,5,0,1,0,0,1
7144.0,92,81,4,33,5,2,291,23,1,1,0,0,416,60,12.6,2,25,0,0.314781746031746,0,0,0,0,1,0
18701.0,95,12,4,2,10,6,10,2,0,4,5,0,44,62,13.1,2,6,0,0.06765873015873015,4,0,1,0,0,0
90369.0,2,292,51,981,224,23,17,4,6,6,1,0,1588,70,12.2,0,16,1,0.4427248677248677,1,0,1,0,0,1
63159.0,74,965,34,586,89,86,37,3,5,8,3,0,1797,52,13.7,0,16,1,0.4703703703703704,1,0,0,0,1,0
37758.0,49,27,2,10,0,0,1,1,0,3,8,0,40,60,13.8,2,4,0,0.0462962962962963,2,0,1,0,0,1
46757.0,71,777,30,163,0,51,122,4,4,7,9,0,1143,63,13.7,1,15,0,0.3067791005291005,6,0,0,0,1,0
79734.0,72,572,8,232,23,62,17,4,3,6,1,0,914,57,12.1,0,13,1,0.3223214285714286,1,0,0,1,0,1
63207.0,68,438,169,565,91,169,70,2,3,6,7,0,1502,34,13.5,0,11,1,0.37926587301587306,1,0,1,0,0,1
72071.0,4,531,69,300,150,138,150,5,4,8,2,0,1338,72,13.4,1,17,0,0.35340608465608464,3,0,1,0,0,0
21840.0,80,17,0,9,0,0,1,1,0,3,9,0,27,43,13.0,1,4,0,0.044576719576719576,1,0,0,0,1,1
58582.0,15,402,35,106,101,77,42,9,2,9,5,0,763,44,12.8,1,20,1,0.37526455026455025,2,0,0,0,0,1
72282.0,70,503,27,419,90,139,153,5,7,9,7,0,1331,75,13.0,0,21,1,0.46081349206349204,1,0,1,0,0,0
50387.0,91,369,9,87,12,14,34,6,2,8,5,0,525,70,12.9,2,16,0,0.23544973544973546,3,0,1,0,0,1
32583.0,10,5,0,3,0,0,1,1,0,2,7,0,9,65,12.1,2,3,0,0.031779100529100525,1,0,0,0,1,1
62568.0,99,362,17,398,80,35,61,5,3,5,4,0,953,64,12.3,1,13,1,0.32748015873015873,3,0,1,0,0,1
44635.0,25,56,0,9,0,0,3,2,0,3,7,0,68,55,12.8,2,5,0,0.06041666666666667,2,0,0,1,0,0
33316.0,34,79,1,31,4,4,12,2,1,4,6,0,131,55,12.8,2,7,0,0.08958333333333333,3,0,0,1,0,0
63967.0,57,387,84,141,73,35,162,4,4,12,2,0,882,58,13.0,1,20,0,0.3243386243386243,3,0,1,0,0,1
52513.0,84,367,17,241,104,188,232,9,5,9,7,0,1149,48,13.9,0,23,0,0.3909060846560846,2,0,0,0,0,1
25293.0,51,15,0,11,0,2,9,1,1,2,8,0,37,57,12.9,1,4,0,0.045899470899470905,1,0,1,0,0,1
54111.0,97,267,6,54,8,3,50,5,2,6,5,0,388,61,12.9,1,13,0,0.18607804232804234,2,0,0,0,1,0
78394.0,13,298,27,697,216,24,166,4,6,5,2,0,1428,40,13.4,0,15,1,0.4111441798941799,1,0,1,0,0,1
80739.0,92,674,92,736,39,0,92,3,11,9,1,0,1633,68,13.2,0,23,0,0.45492724867724865,1,0,0,1,0,1
22669.0,30,16,14,36,37,22,48,4,1,2,9,0,173,51,13.2,1,7,1,0.16180555555555556,3,0,0,1,0,1
29236.0,30,37,4,24,16,9,9,4,0,3,9,0,99,39,12.8,1,7,0,0.0853505291005291,2,0,1,0,0,0
44911.0,11,159,0,22,2,1,31,4,1,4,7,0,215,67,13.4,1,9,0,0.12152777777777779,3,0,1,0,0,1
54693.0,72,686,17,142,23,26,35,6,4,13,6,0,929,64,13.4,1,23,0,0.36180555555555555,8,0,0,0,1,1
48186.0,39,97,3,66,12,7,34,4,1,4,7,0,219,52,12.4,1,9,0,0.12205687830687832,3,0,1,0,0,1
54809.0,0,63,6,57,13,13,22,2,1,5,4,0,174,49,12.9,2,8,1,0.17235449735449734,4,0,1,0,0,1
41580.0,15,56,5,24,4,0,3,2,1,3,5,0,92,48,13.6,2,6,0,0.07400793650793651,3,0,1,0,0,1
80336.0,12,209,19,456,160,142,66,2,9,13,1,0,1052,56,12.9,0,24,0,0.3884920634920635,1,0,0,0,1,1
47743.0,56,198,2,43,0,12,20,4,1,6,6,0,275,69,13.3,1,11,1,0.21696428571428572,3,0,1,0,0,1
62972.0,39,313,15,47,20,0,192,7,4,3,6,0,587,71,14.0,1,14,0,0.22281746031746033,2,0,0,0,0,1
57333.0,55,941,14,397,76,58,176,8,5,9,6,0,1662,72,13.8,1,22,1,0.5150132275132274,11,0,0,0,1,0
32313.0,60,86,4,56,2,4,7,4,0,4,9,0,159,44,13.5,1,8,0,0.1037037037037037,3,0,0,0,1,1
84953.0,73,167,48,602,63,72,72,3,10,4,2,0,1024,73,13.1,0,17,4,0.5785383597883599,1,0,0,1,0,0
27071.0,90,8,3,19,0,2,3,2,0,3,6,0,35,58,12.3,1,5,0,0.056051587301587304,2,0,0,1,0,0
68148.0,86,389,66,408,37,57,85,4,4,6,2,0,1042,69,12.9,0,14,0,0.2830026455026455,1,0,0,1,0,1
65735.0,37,239,7,119,4,15,11,6,2,6,7,0,395,61,12.6,2,14,0,0.1974206349206349,5,0,0,1,0,1
86836.0,7,179,21,273,0,21,63,6,10,6,5,0,557,51,13.9,0,22,4,0.5688492063492063,1,0,0,0,1,1
4023.0,29,5,0,1,1,1,1,0,0,0,19,0,9,63,12.1,2,0,0,0.0005291005291005291,15,0,0,0,1,1
30093.0,19,2,6,28,13,4,16,2,0,3,7,0,69,36,13.1,0,5,0,0.0605489417989418,1,0,1,0,0,1
57705.0,14,383,0,53,6,4,40,8,1,6,6,0,486,60,12.5,1,15,0,0.2198743386243386,3,0,0,0,1,1
25008.0,72,2,8,8,6,1,9,1,0,3,8,0,34,38,12.5,1,4,0,0.04550264550264551,2,0,1,0,0,0
83257.0,56,536,27,590,38,107,67,5,10,12,6,1,1365,31,13.9,0,27,3,0.6611441798941798,1,0,0,0,0,0
22280.0,85,2,1,4,3,1,2,1,0,2,8,0,13,51,13.2,1,3,0,0.03230820105820106,1,0,1,0,0,1
72159.0,62,322,53,899,34,40,53,4,6,10,2,0,1401,48,13.7,0,20,0,0.392989417989418,1,0,0,0,1,1
64260.0,1,539,169,816,20,0,30,4,5,4,3,0,1574,65,13.5,0,13,1,0.40962301587301586,1,0,1,0,0,1
82733.0,28,712,50,420,65,38,38,8,4,7,4,0,1323,42,12.9,0,19,1,0.43892195767195763,1,0,0,0,1,0
74290.0,70,1121,0,72,0,12,12,10,8,10,6,0,1217,55,13.0,1,28,2,0.5853174603174603,4,0,0,1,0,0
58217.0,84,68,1,13,3,5,13,2,0,4,6,0,103,75,13.7,3,6,0,0.07546296296296297,1,0,0,1,0,0
21024.0,89,36,4,18,6,2,18,2,0,4,7,0,84,50,13.1,0,6,0,0.07294973544973544,1,0,0,1,0,1
70116.0,73,707,44,603,95,58,29,2,8,12,1,0,1536,54,13.5,0,22,0,0.4316798941798942,1,0,0,0,1,1
54006.0,42,174,77,203,6,24,97,8,1,7,7,0,581,41,13.9,1,16,0,0.24285714285714288,2,0,1,0,0,1
69063.0,16,666,35,124,69,8,26,5,3,5,3,0,928,60,13.7,1,13,0,0.25750661375661377,1,0,0,0,1,1
11448.0,16,0,0,0,6,2,6,1,0,2,6,0,14,51,12.6,0,3,0,0.03244047619047619,1,0,0,0,0,0
61825.0,56,162,50,100,55,30,27,4,2,8,4,0,424,47,13.0,1,14,0,0.20125661375661377,1,0,1,0,0,0
70886.0,65,407,70,239,103,88,53,5,4,4,2,0,960,55,12.8,1,13,0,0.26173941798941797,1,0,1,0,0,1
69109.0,10,823,25,459,124,29,95,6,6,7,4,0,1555,44,13.7,0,19,2,0.536276455026455,1,0,1,0,0,1
60208.0,13,488,23,71,15,0,59,8,3,7,7,0,656,53,13.8,2,18,2,0.4069444444444444,11,0,1,0,0,0
32889.0,78,28,0,13,4,2,8,2,1,3,5,0,55,58,12.9,2,6,0,0.06911375661375661,3,0,0,1,0,1
34738.0,51,3,2,10,3,0,2,1,0,3,6,0,20,42,12.2,1,4,0,0.043650793650793655,1,0,1,0,0,0
30538.0,27,284,0,52,8,3,20,9,0,4,10,0,367,55,13.8,1,13,0,0.18330026455026457,4,0,0,1,0,1
82326.0,30,938,142,754,159,81,183,5,10,6,2,0,2257,49,12.4,0,21,4,0.7833002645502646,1,0,0,0,0,1
26642.0,71,13,2,15,2,2,8,2,0,3,6,0,42,59,12.4,1,5,0,0.05697751322751323,2,0,0,0,1,0
69932.0,97,412,172,153,150,105,57,7,6,11,4,0,1049,62,13.1,1,24,0,0.3880952380952381,2,0,1,0,0,0
44503.0,83,31,1,8,0,0,8,2,0,3,6,0,48,54,12.3,2,5,0,0.05777116402116402,2,0,1,0,0,0
60200.0,3,502,19,132,0,6,26,6,2,11,6,0,685,78,13.6,1,19,0,0.28786375661375657,6,0,0,0,1,0
49638.0,71,18,10,3,3,5,0,1,0,3,2,0,39,74,12.3,1,4,0,0.046164021164021164,1,0,1,0,0,0
23830.0,3,1,8,6,4,8,16,1,0,3,7,0,43,39,12.5,0,4,0,0.046693121693121696,1,0,0,0,0,0
33051.0,15,100,71,243,108,94,219,9,1,8,9,0,835,67,13.9,0,18,1,0.3639550264550264,3,0,0,1,0,0
72905.0,52,407,114,445,181,165,203,3,7,9,1,0,1515,68,12.5,0,19,1,0.4643187830687831,1,0,1,0,0,1
69702.0,8,664,9,240,50,19,57,7,7,10,4,0,1039,75,13.4,1,24,0,0.3867724867724867,2,0,0,0,1,1
70300.0,89,1045,61,338,60,46,46,5,5,13,8,0,1596,51,13.0,1,23,0,0.45003306878306876,3,0,1,0,0,0
70643.0,66,1218,107,304,23,143,33,5,8,4,6,0,1828,42,13.8,0,17,1,0.4848875661375662,1,0,0,0,1,1
30396.0,22,15,0,6,0,1,12,1,1,2,7,0,34,57,12.2,1,4,2,0.17883597883597888,2,0,0,0,1,1
50616.0,56,128,0,16,0,1,4,4,0,4,7,0,149,58,12.3,1,8,0,0.10238095238095239,2,0,0,0,1,0
62772.0,74,581,49,157,43,8,108,5,6,11,2,0,946,57,13.2,1,22,1,0.4203042328042328,1,0,0,1,0,0
30298.0,48,6,3,12,6,1,0,1,1,3,3,0,28,41,12.2,0,5,0,0.055125661375661376,1,0,0,0,1,0
52413.0,67,185,8,133,56,56,12,7,1,7,7,0,450,42,13.7,1,15,0,0.21511243386243387,2,0,1,0,0,0
44155.0,24,22,1,9,0,0,14,1,1,2,4,0,46,69,12.5,2,4,0,0.04708994708994709,1,0,0,0,1,1
86979.0,67,584,100,835,65,83,35,5,5,5,2,0,1702,55,12.7,0,15,2,0.5140542328042329,1,0,0,0,1,0
76532.0,38,355,30,177,90,138,30,9,5,7,5,0,820,51,12.9,2,21,0,0.3265542328042328,4,0,1,0,0,1
42081.0,86,175,10,110,54,6,27,6,3,4,6,0,382,44,13.4,1,13,1,0.25195105820105823,2,0,1,0,0,1
67546.0,90,864,134,768,150,38,172,4,10,5,3,0,2126,38,13.9,0,19,0,0.47847222222222224,1,0,0,0,1,1
88420.0,87,957,153,612,99,95,153,4,7,8,1,0,2069,37,12.2,0,19,3,0.6709325396825397,1,0,0,1,0,1
31158.0,62,25,6,16,20,0,5,2,0,3,8,0,72,41,13.5,1,5,0,0.06094576719576719,2,0,1,0,0,1
61671.0,23,641,7,56,0,0,28,10,4,6,8,0,732,58,12.1,1,20,2,0.4378306878306879,8,0,1,0,0,0
69719.0,99,273,86,208,177,14,43,2,3,5,1,0,801,52,12.2,0,10,0,0.20945767195767195,1,0,1,0,0,0
49160.0,29,122,21,43,25,10,15,3,1,6,6,0,236,77,12.8,1,10,0,0.13472222222222222,2,0,1,0,0,0
24882.0,52,1,4,10,29,0,36,1,1,2,6,0,80,48,13.9,1,4,1,0.11825396825396826,1,1,0,0,0,1
90933.0,90,1020,31,430,62,63,79,4,6,4,1,0,1685,72,12.3,0,14,1,0.4347222222222222,1,0,0,0,1,0
113734.0,9,6,2,3,1,262,3,27,0,0,1,0,277,81,12.2,0,27,0,0.317228835978836,0,0,0,0,1,0
59292.0,71,378,14,68,19,14,14,3,5,8,3,0,507,76,13.1,1,16,0,0.23306878306878306,2,0,0,0,1,1
45759.0,13,42,1,18,3,0,4,2,0,3,7,0,68,62,13.4,2,5,0,0.06041666666666667,2,0,0,0,1,1
22148.0,16,15,5,14,0,4,11,1,0,3,7,0,49,43,12.3,0,4,0,0.04748677248677249,1,0,1,0,0,0
73395.0,94,272,7,80,20,7,11,4,4,6,2,0,397,39,12.4,0,14,0,0.19768518518518519,1,0,0,1,0,1
29819.0,77,9,1,24,2,1,2,3,0,3,6,0,39,55,12.8,1,6,0,0.0669973544973545,3,0,1,0,0,0
45688.0,20,279,0,18,0,0,9,3,1,8,4,0,306,58,12.5,1,12,1,0.23148148148148148,2,0,1,0,0,1
62820.0,51,398,61,265,138,61,53,3,4,6,1,0,976,72,13.2,0,13,0,0.2638558201058201,1,0,1,0,0,1
60491.0,81,637,47,237,12,19,76,6,11,7,5,0,1028,55,12.9,1,24,0,0.3853174603174603,4,0,0,0,1,1
33235.0,71,45,0,16,2,1,6,3,0,3,7,0,70,40,12.5,1,6,0,0.07109788359788359,1,0,1,0,0,1
35701.0,36,21,1,9,7,3,5,1,0,3,6,0,46,67,13.4,0,4,0,0.04708994708994709,1,0,1,0,0,1
31535.0,95,15,4,13,0,0,19,1,1,2,7,0,51,46,12.8,1,4,1,0.11441798941798942,1,0,0,1,0,1
92556.0,32,493,183,352,184,23,28,3,5,13,0,0,1263,66,12.3,0,21,0,0.3851521164021164,0,0,0,0,0,1
67384.0,32,957,40,175,158,53,107,7,8,5,5,0,1490,56,13.7,1,20,1,0.4714285714285715,2,0,1,0,0,0
80573.0,85,829,138,430,60,92,15,4,6,13,2,0,1564,55,13.8,0,23,0,0.44580026455026456,1,0,0,1,0,1
77870.0,93,1017,50,500,65,50,133,5,5,5,8,0,1815,59,13.9,1,15,3,0.5956679894179895,3,0,1,0,0,1
52278.0,24,953,0,71,0,0,174,10,5,10,8,0,1198,63,13.5,1,25,0,0.4182208994708995,6,0,0,0,1,0
57107.0,44,159,0,120,0,0,137,4,4,8,8,0,416,58,13.9,1,16,3,0.42103174603174603,7,0,1,0,0,0
18929.0,15,32,0,8,23,4,18,1,0,4,6,0,85,36,13.4,0,5,0,0.06266534391534391,1,0,1,0,0,1
36038.0,82,23,0,15,0,2,7,3,0,3,6,0,47,45,13.2,1,6,0,0.06805555555555555,2,0,0,0,1,0
20180.0,27,18,42,24,15,20,18,2,1,4,7,0,137,50,13.4,0,7,0,0.09037698412698413,1,0,1,0,0,0
34230.0,72,15,0,4,0,0,2,1,0,2,7,0,21,61,13.6,2,3,0,0.03336640211640212,1,0,0,0,1,1
31878.0,7,23,4,5,10,5,23,1,0,4,3,0,70,49,12.1,1,5,0,0.060681216931216926,1,0,0,0,0,0
70932.0,57,200,193,100,46,185,185,6,2,12,3,0,909,54,12.5,1,20,0,0.32791005291005293,2,0,0,0,0,1
91249.0,84,1324,27,119,71,108,27,7,9,6,4,0,1676,70,13.8,0,22,5,0.783531746031746,0,0,1,0,0,0
77598.0,53,1193,33,281,129,66,33,7,5,13,3,0,1735,83,12.8,0,25,1,0.5559193121693121,1,0,0,1,0,0
80982.0,48,505,137,401,104,22,22,11,5,11,5,1,1191,67,13.5,2,27,0,0.4381283068783069,3,0,1,0,0,0
22701.0,2,2,4,9,0,4,5,1,0,3,5,0,24,49,12.9,1,4,0,0.04417989417989418,1,0,0,1,0,1
55212.0,65,1103,0,45,0,0,34,4,2,11,8,0,1182,57,13.7,1,17,2,0.4661044973544974,3,0,0,0,1,1
70617.0,45,353,61,753,40,46,27,3,3,7,2,0,1280,56,13.1,0,13,0,0.3040674603174603,1,0,1,0,0,1
64849.0,42,652,48,350,94,84,108,9,3,6,5,0,1336,69,13.7,0,18,1,0.4302248677248677,1,0,1,0,0,0
62694.0,29,379,6,157,25,91,91,9,3,7,7,0,749,61,13.1,2,19,0,0.2963293650793651,5,0,0,1,0,1
61917.0,83,46,4,36,2,2,1,2,0,4,5,0,91,52,12.7,2,6,0,0.07387566137566137,1,0,0,0,1,1
67472.0,93,162,31,127,8,17,69,4,2,7,3,0,414,79,12.8,1,13,0,0.18951719576719575,2,0,0,0,1,1
21059.0,40,8,3,19,3,3,8,3,0,3,6,0,44,44,12.6,1,6,0,0.06765873015873015,3,0,0,1,0,1
29543.0,47,17,3,18,3,4,18,3,1,2,7,0,63,58,12.3,2,6,0,0.07017195767195768,2,0,0,1,0,1
75903.0,50,340,108,185,130,38,100,6,6,9,3,0,901,75,13.3,1,21,0,0.3372685185185185,2,0,1,0,0,1
34984.0,40,8,4,15,3,5,3,1,0,3,7,0,38,51,13.9,2,4,0,0.046031746031746035,2,0,0,0,0,1
54998.0,3,154,22,202,39,30,8,4,2,9,4,0,455,70,13.4,1,15,1,0.2824404761904762,5,0,0,0,1,0
54356.0,62,710,15,30,20,0,0,11,2,8,8,0,775,77,13.7,1,21,1,0.3872685185185185,3,0,0,0,1,0
34242.0,25,8,2,4,0,0,1,0,0,3,5,0,15,67,12.3,1,3,0,0.03257275132275132,1,0,0,1,0,1
25410.0,48,2,2,4,13,13,4,1,0,4,4,0,38,53,12.9,1,5,0,0.0564484126984127,1,0,1,0,0,1
73356.0,56,1050,14,322,0,14,112,5,11,5,2,0,1512,42,12.5,0,21,4,0.684755291005291,1,0,0,0,1,1
28320.0,68,19,1,14,3,2,4,1,0,3,8,0,43,76,13.5,1,4,0,0.046693121693121696,1,0,1,0,0,1
23763.0,64,22,0,6,6,2,6,1,0,3,7,0,42,49,14.0,1,4,0,0.04656084656084656,1,0,1,0,0,0
72570.0,67,274,83,216,151,141,224,4,6,12,1,0,1089,42,12.3,0,22,0,0.3725529100529101,1,0,1,0,0,1
